step	train_tch_5/train_loss
1	0.5088294744491577
2	0.3860548204845852
3	0.3111860023604499
4	0.25791582299603355
5	0.22230704791016048
6	0.1996305783589681
7	0.18488841421074337
8	0.17599410812060037
9	0.16850190858046213
10	0.16324237982432047
11	0.15801212026013267
12	0.15647401743465
13	0.15485893355475533
14	0.14777740173869663
15	0.13514149023426902
16	0.12666008290317324
17	0.12125473883416918
18	0.1168214190337393
19	0.1131820066107644
20	0.10971180680725309
21	0.1062411078148418
22	0.1019422925180859
23	0.09872122440073225
24	0.09537124468220605
25	0.0933331847190857
26	0.09107583595646752
27	0.08945181220769882
28	0.08861135277483198
29	0.08771010902192858
30	0.08656918671396044
31	0.08548252946800655
32	0.08455828825632732
33	0.08357601033316718
34	0.08276310645871693
35	0.08162898901436064
36	0.08125436140431298
37	0.08129241234726375
38	0.081314274834262
39	0.08028876036405563
40	0.07978070113393995
41	0.08023138758209017
42	0.07877052078644435
43	0.0783480629324913
44	0.07882706158690983
45	0.07699729916122225
46	0.07724225852224562
47	0.07890081571208106
48	0.08465878168741862
49	0.08135959092113706
50	0.0785205711921056
